funcName,lable,paramList,cyclomaticNum,loopNum,nestingDegree,SLOC,ALOC,localVars,localPtrVars,pointerArgs,callees,callers,height,conditions,cmps,jmps,ptrAssn
suspend_sudo,0,0,0.28,0,0.56,0.17,0.39,0.27,0.5,0,0.28,0.06,0.67,0.29,0.22,0.33,0
closefrom_except,0,0,0.19,0.01,0.56,0.27,0.48,0.36,0.18,0,0.28,0.03,0.33,0.24,0.43,0.37,0
signal_cb_pty,0,0,0.17,0,0.56,0.13,0.24,0.18,0.5,0.25,0.15,0,1,0.12,0.22,0.17,0
format_plugin_settings,0,0,0.17,0,0.56,0.19,0.31,0.36,0.42,0,0.17,0,0.67,0.19,0.11,0.26,0
mon_backchannel_cb,0,0,0.16,0,0.56,0.1,0.23,0.18,0.32,0.25,0.15,0,1,0.09,0.19,0.13,0
errpipe_cb,0,0,0.12,0,0.56,0.11,0.19,0.27,0.42,0.25,0.13,0,1,0.07,0.11,0.09,0
mon_errpipe_cb,0,0,0.12,0,0.56,0.11,0.19,0.27,0.32,0.25,0.13,0,1,0.07,0.11,0.09,0
rpl_putenv,0,0,0.09,0,0.56,0.11,0.18,0.27,0.03,0.25,0.07,0.06,0.5,0.16,0.08,0.19,1
log_stderr,0,0,0.08,0,0.56,0.14,0.2,0.18,0.32,0.25,0.13,0.03,1,0.07,0.08,0.11,0
log_stdout,0,0,0.08,0,0.56,0.14,0.21,0.18,0.32,0.25,0.13,0.03,1,0.07,0.08,0.11,0
log_ttyout,0,0,0.08,0,0.56,0.14,0.21,0.18,0.32,0.25,0.13,0.03,1,0.07,0.08,0.11,0
log_winchange,0,0,0.07,0,0.56,0.11,0.14,0.09,0.18,0,0.09,0.03,0.67,0.07,0.11,0.11,0
log_stdin,0,0,0.06,0,0.56,0.12,0.15,0.18,0.32,0.25,0.09,0.03,1,0.05,0.08,0.1,0
log_ttyin,0,0,0.06,0,0.56,0.12,0.15,0.18,0.32,0.25,0.09,0.03,1,0.05,0.08,0.1,0
check_host_key,0,0.47,0.46,0,0.54,0.64,0.58,0.51,0.2,0.3,0.31,0,0.85,0.43,0.44,0.55,0
client_session2_setup,0,0.42,0.32,0,0.54,0.1,0.53,0.03,0.17,0.2,0.17,0,0.92,0.1,0.19,0.23,0.03
derive_key,0,0.37,0.23,0,0.54,0.05,0.29,0.14,0.24,0.2,0.08,0,0.69,0.04,0.08,0.23,0.03
mac_compute,0,0.32,0.15,0,0.54,0.04,0.28,0.06,0.03,0.2,0.05,0,0.62,0.04,0.1,0.16,0
vasnmprintf,0,0.26,0.42,0,0.54,0.15,0.51,0.37,0.06,0.3,0.05,0,0.92,0.16,0.49,0.52,0.17
pkcs11_rsa_private_encrypt,0,0.26,0.25,0,0.54,0.08,0.47,0.23,0.75,0.2,0.08,0,1,0.09,0.14,0.3,0
process_mux_open_fwd,0,0.21,0.6,0,0.54,0.17,0.6,0.26,0.26,0,0.2,0,1,0.16,0.49,0.58,0
channel_setup_fwd_listener_tcpip,0,0.21,0.44,0,0.54,0.12,0.61,0.29,0.28,0.1,0.15,0,0.62,0.16,0.36,0.48,0.08
process_mux_close_fwd,0,0.21,0.35,0,0.54,0.1,0.47,0.26,0.3,0,0.11,0,1,0.11,0.31,0.41,0
mux_client_forward,0,0.21,0.32,0,0.54,0.07,0.39,0.11,0.07,0,0.13,0,0.92,0.1,0.17,0.32,0
globexp2,0,0.21,0.21,0.01,0.54,0.09,0.32,0.23,0.11,0.2,0.01,0,0.85,0.13,0.34,0.47,0.11
strnvis,0,0.21,0.2,1,0.54,0.05,0.36,0.14,0.02,0.2,0.02,0,0.73,0.06,0.36,0.43,0.08
check_hostkeys_by_key_or_type,0,0.21,0.19,0,0.54,0.06,0.25,0.14,0.08,0,0.02,0,0.69,0.13,0.27,0.33,0.17
verify_host_key,0,0.16,0.33,0,0.54,0.17,0.49,0.17,0.12,0.1,0.11,0,0.92,0.11,0.14,0.35,0
ssh_packet_read_seqnr,0,0.16,0.28,0,0.54,0.07,0.34,0.11,0.17,0.2,0.07,0,0.69,0.11,0.31,0.32,0
client_global_hostkeys_private_confirm,0,0.16,0.2,0,0.54,0.06,0.36,0.14,0.15,0.1,0.09,0,1,0.07,0.17,0.18,0
channel_post_port_listener,0,0.16,0.2,0,0.54,0.08,0.31,0.11,0.31,0,0.03,0,1,0.08,0.19,0.23,0
match_list,0,0.16,0.19,0,0.54,0.04,0.25,0.29,0.05,0.3,0.05,0.01,0.62,0.06,0.1,0.18,0.06
client_status_confirm,0,0.16,0.18,0,0.54,0.04,0.24,0.06,0.16,0.1,0.05,0,1,0.06,0.25,0.19,0
client_input_channel_open,0,0.16,0.17,0,0.54,0.06,0.27,0.14,0.16,0.1,0.11,0,1,0.05,0.03,0.12,0
match_pattern_list,0,0.16,0.13,0,0.54,0.04,0.22,0.17,0,0.2,0.02,0.01,0.73,0.06,0.17,0.2,0
process_config_files,0,0.16,0.11,0,0.54,0.03,0.2,0.06,0.04,0.1,0.02,0,0.85,0.04,0.08,0.14,0
sshkey_from_blob_internal,0,0.16,0.11,0,0.54,0.18,0.21,0.17,0.17,0,0.18,0,0.54,0.21,0.08,0.15,0.06
sshbuf_dump_data,0,0.16,0.1,0,0.54,0.03,0.19,0.09,0.16,0.1,0.03,0,0.92,0.04,0.08,0.11,0
uhash_update,0,0.16,0.1,0,0.54,0.04,0.21,0.11,0.01,0.1,0.03,0,0.46,0.04,0.2,0.2,0
uhash_update,0,0.16,0.1,0,0.54,0.04,0.21,0.11,0.01,0.1,0.03,0,0.46,0.04,0.2,0.2,0
sshkey_fingerprint,0,0.16,0.04,0,0.54,0.04,0.13,0.09,0.07,0,0.06,0.03,0.85,0.02,0.02,0.07,0
ssh_packet_send_debug,0,0.11,0.27,0,0.54,0.02,0.23,0.06,0.09,0.1,0.07,0,0.38,0.04,0.15,0.16,0
sshpkt_disconnect,0,0.11,0.23,0,0.54,0.02,0.19,0.06,0.09,0.1,0.04,0.01,0.85,0.02,0.14,0.15,0
sys_tun_open,0,0.11,0.14,0,0.54,0.07,0.23,0.06,0.01,0,0.09,0,0.54,0.09,0.1,0.11,0
parse_fwd_field,0,0.11,0.12,0,0.54,0.06,0.19,0.09,0.03,0.1,0.01,0,0.85,0.06,0.14,0.25,0.17
hostkeys_find,0,0.11,0.08,0,0.54,0.03,0.22,0.03,0.14,0.1,0.03,0,1,0.03,0.05,0.1,0
sshkey_format_text,0,0.11,0.07,0,0.54,0.02,0.13,0.06,0.08,0,0.02,0,0.85,0.03,0.05,0.07,0
blob_cmp,0,0.11,0.04,0,0.54,0.01,0.08,0.03,0.07,0,0.01,0,0.46,0.02,0.07,0.07,0
sshkey_from_private,0,0.11,0.01,0,0.54,0.08,0.07,0.03,0.15,0,0.09,0.01,0.85,0.09,0.02,0.03,0.06
ssh_packet_send2_wrapped,0,0.05,0.62,0,0.54,0.13,0.69,0.31,0.25,0,0.18,0,0.69,0.21,0.41,0.58,0
percent_expand,0,0.05,0.27,0,0.54,0.12,0.37,0.11,0.03,0.1,0.04,0.01,0.85,0.09,0.19,0.3,0.03
load_identity_file,0,0.05,0.26,0,0.54,0.07,0.34,0.2,0.1,0,0.07,0,0.92,0.09,0.17,0.31,0
ssh_packet_send2,0,0.05,0.24,0,0.54,0.06,0.31,0.09,0.19,0,0.1,0,0.77,0.09,0.17,0.3,0
ssh_packet_write_wait,0,0.05,0.2,0,0.54,0.05,0.26,0.09,0.17,0,0.06,0.01,0.85,0.08,0.17,0.22,0
channel_request_remote_forwarding,0,0.05,0.2,0,0.54,0.08,0.35,0.09,0.03,0,0.09,0,0.69,0.06,0.05,0.15,0
connect_next,0,0.05,0.19,0,0.54,0.09,0.29,0.11,0.03,0,0.06,0,0.69,0.06,0.14,0.17,0
strdelim,0,0.05,0.1,0,0.54,0.05,0.14,0.06,0.01,0.1,0.02,0.04,0.81,0.04,0.07,0.12,0.17
pkcs11_provider_finalize,0,0.05,0.06,0,0.54,0.02,0.15,0.06,0.06,0,0.02,0,0.92,0.03,0.05,0.07,0
cipher_get_keyiv_len,0,0.05,0.04,0,0.54,0.01,0.08,0.03,0.03,0,0,0,0.92,0.02,0.02,0.07,0
process_cmdline,0,0,0.41,0,0.54,0.17,0.4,0.23,0.06,0,0.12,0,1,0.14,0.32,0.38,0
sanitise_stdfd,0,0,0.09,0,0.54,0.02,0.13,0.06,0,0,0.04,0,0.92,0.04,0.1,0.07,0
channel_open_message,0,0,0,0,0.54,0.05,0.01,0.09,0.18,0,0.05,0,0.54,0.02,0,0,0
dir_check_op,0,0.7,0.23,0,0.53,0.16,0.32,0.04,0.08,0.14,0.11,0,0.89,0.26,0.33,0.27,0
horizontalDifferenceF,0,0.5,0.23,0,0.53,0.17,0.35,0.48,0,0.3,0.11,0,1,0.07,0.05,0.39,0
pr_fs_copy_file2,0,0.4,0.35,0,0.53,0.31,0.35,0.17,0.09,0.43,0.35,0,0.89,0.41,0.59,0.57,0
pr_fs_copy_file2,0,0.4,0.35,0,0.53,0.31,0.35,0.17,0.09,0.43,0.35,0,0.89,0.41,0.59,0.57,0
listdir,0,0.4,0.32,0,0.53,0.16,0.35,0.09,0.07,0.29,0.15,0,0.89,0.3,0.18,0.39,0.08
TIFFAppendToStrip,0,0.4,0.06,0,0.53,0.05,0.19,0,0.67,0.1,0.05,0.02,0.78,0.09,0.05,0.06,0
get_addr_by_device,0,0.3,0.1,0,0.53,0.07,0.14,0.09,0.05,0.14,0.06,0,0.74,0.08,0.09,0.08,0.08
auth_count_scoreboard,0,0.2,0.38,0,0.53,0.2,0.44,0.3,0.19,0.14,0.22,0,0.95,0.29,0.29,0.36,0.08
nlstdir,0,0.2,0.3,0,0.53,0.15,0.37,0.61,0.14,0.14,0.12,0,0.95,0.26,0.19,0.34,0
ident_lookup,0,0.2,0.3,0,0.53,0.16,0.36,0.22,0.15,0,0.24,0,0.89,0.19,0.14,0.23,0
pr_data_xfer,0,0.2,0.3,0,0.53,0.22,0.37,0.13,0,0.14,0.14,0,0.95,0.3,0.59,0.59,0
_TIFFWriteDirectory,0,0.2,0.22,0,0.53,0.27,0.46,0.48,0.68,0,0.37,0.01,0.78,0.51,0.12,0.17,0
pr_config_merge_down,0,0.2,0.09,0.01,0.53,0.06,0.11,0,0.14,0,0.03,0,0.84,0.12,0.23,0.26,0
pr_config_merge_down,0,0.2,0.09,0.01,0.53,0.06,0.11,0,0.14,0,0.03,0,0.84,0.12,0.23,0.26,0
TIFFFetchNormalTag,0,0.2,0.04,0,0.53,0.11,0.13,0.05,0.59,0,0.24,0.02,0.78,0.18,0.03,0.04,0
set_transferpriority,0,0.1,0.12,0,0.53,0.05,0.17,0.17,0.13,0,0.06,0,1,0.08,0.04,0.12,0.08
log_post_pass,0,0.1,0.08,0.01,0.53,0.05,0.11,0,0.09,0,0.03,0,1,0.08,0.16,0.14,0
TIFFReadDirectory,0,0.1,0,0,0.53,0.58,0,0.38,0.7,0,0.66,0.01,1,1,0,0,0
TIFFReadDirectory,0,0.1,0,0,0.53,0.58,0,0.38,0.7,0,0.66,0.01,1,1,0,0,0
init_standalone_bindings,0,0,0.34,0,0.53,0.12,0.36,0.13,0.09,0,0.12,0,0.79,0.21,0.29,0.27,0
png_set_quantize,0,0.55,0,0,0.5,0.25,0,0,0,0,0.46,0,1,0.66,0,0,0
png_set_quantize,0,0.55,0,0,0.5,0.25,0,0,0,0,0.46,0,1,0.66,0,0,0
pr_inet_set_socket_opts,0,0.5,0.18,0,0.5,0.15,0.19,0,0.05,0,0.1,0,0.84,0.18,0.19,0.26,0
pr_inet_set_socket_opts,0,0.5,0.18,0,0.5,0.15,0.19,0,0.05,0,0.1,0,0.84,0.18,0.19,0.26,0
horizontalDifference16,0,0.5,0,0,0.5,0.11,0,0,0,0.3,0.11,0,1,0.07,0,0,0
horizontalDifference8,0,0.5,0,0,0.5,0.11,0,0,0,0.3,0.11,0,1,0.07,0,0,0
atomiciov6,0,0.47,0.22,0,0.5,0.07,0.31,0.09,0.03,0.3,0.01,0,0.92,0.07,0.25,0.31,0
atomicio6,0,0.47,0.14,0,0.5,0.04,0.22,0.09,0.01,0.4,0.01,0,0.54,0.04,0.14,0.17,0
png_ascii_from_fp,0,0.45,0.34,0.78,0.5,0.14,0.49,0,0,0,0.1,0.01,0.82,0.41,0.21,0.46,0.16
display_fh,0,0.4,0.34,0,0.5,0.32,0.62,1,0.17,0.29,0.21,0,0.84,0.31,0.27,0.31,0
restart_daemon,0,0.4,0.16,0,0.5,0.1,0.23,0,0,0.57,0.12,0,1,0.08,0.13,0.15,0
restart_daemon,0,0.4,0.16,0,0.5,0.1,0.23,0,0,0.57,0.12,0,1,0.08,0.13,0.15,0
_TIFFFax3fillruns,0,0.4,0.08,1,0.5,0.14,0.27,0.33,0.03,0.3,0.02,0,1,0.21,0.33,0.23,0.37
LZWEncode,0,0.4,0,0,0.5,0.15,0,0.57,0.6,0.1,0.09,0,1,0.17,0,0,0
ssh_rsa_sign,0,0.32,0.32,0,0.5,0.08,0.46,0.23,0.08,0.4,0.1,0,1,0.12,0.36,0.41,0.11
ssh_dss_sign,0,0.32,0.28,0,0.5,0.08,0.42,0.2,0.09,0.3,0.08,0,1,0.12,0.29,0.35,0.17
get_addr_by_name,0,0.3,0.22,0,0.5,0.12,0.25,0.04,0.05,0.14,0.18,0,0.74,0.19,0.17,0.17,0.15
logformat,0,0.3,0.21,0,0.5,0.26,0.29,0.17,0.05,0.43,0.27,0,0.95,0.21,0.04,0.24,0.15
pr_ipbind_get_listening_conn,0,0.3,0.1,0,0.5,0.06,0.15,0,0.17,0,0.05,0,0.74,0.09,0.21,0.23,0
pr_ipbind_get_listening_conn,0,0.3,0.1,0,0.5,0.06,0.15,0,0.17,0,0.05,0,0.74,0.09,0.21,0.23,0
TIFFFetchPerSampleAnys,0,0.3,0.06,0,0.5,0.04,0.14,0.1,0.57,0.1,0.05,0,0.78,0.08,0.04,0.04,0.05
TIFFFetchPerSampleLongs,0,0.3,0.05,0,0.5,0.04,0.15,0.1,0.57,0.1,0.05,0.01,0.78,0.08,0.05,0.04,0.05
TIFFFetchPerSampleShorts,0,0.3,0.05,0,0.5,0.04,0.14,0.1,0.57,0.1,0.05,0.01,0.78,0.08,0.05,0.04,0.05
Luv24fromLuv48,0,0.3,0.04,0,0.5,0.02,0.15,0.1,0.1,0.1,0.02,0,1,0.06,0.01,0.04,0.05
ssh_rsa_verify,0,0.26,0.24,0,0.5,0.07,0.38,0.29,0.1,0.2,0.07,0,1,0.09,0.19,0.32,0
x11_request_forwarding_with_spoofing,0,0.26,0.19,0,0.5,0.08,0.35,0.2,0.02,0.3,0.08,0,0.77,0.06,0.07,0.15,0
read_keyfile_line,0,0.26,0.08,0,0.5,0.02,0.14,0,0.15,0.3,0.02,0,0.96,0.03,0.03,0.09,0
sshkey_in_file,0,0.21,0.18,0,0.5,0.07,0.27,0.14,0.27,0.1,0.04,0,0.77,0.06,0.17,0.25,0
strtonum,0,0.21,0.13,0,0.5,0.06,0.23,0.09,0.02,0.2,0,0.01,0.69,0.04,0.17,0.17,0.03
connect_to,0,0.21,0.12,0,0.5,0.06,0.33,0.09,0.2,0.3,0.07,0,0.77,0.03,0.07,0.1,0
getaddrinfo,0,0.21,0,0,0.5,0.08,0,0,0,0,0.05,0.01,0.85,0.12,0,0,0.14
pr_help_add_response,0,0.2,0.09,0,0.5,0.07,0.19,0,0.06,0.14,0.04,0,0.95,0.1,0.13,0.23,0
pr_help_add_response,0,0.2,0.09,0,0.5,0.07,0.19,0,0.06,0.14,0.04,0,0.95,0.1,0.13,0.23,0
parse_string,0,0.2,0.08,0,0.5,0.1,0.13,0.13,0.03,0.29,0.03,0,0.84,0.14,0.13,0.11,0.35
parse_prime,0,0.16,0.42,0,0.5,0.1,0.4,0.2,0.07,0.1,0.12,0,0.92,0.14,0.1,0.45,0
channel_post_x11_listener,0,0.16,0.24,0,0.5,0.06,0.39,0.17,0.31,0,0.11,0,1,0.06,0.1,0.15,0
channel_post_mux_client,0,0.16,0.21,0,0.5,0.05,0.26,0.06,0.15,0,0.07,0,1,0.06,0.17,0.19,0
insert_serial_range,0,0.16,0.2,0,0.5,0.06,0.24,0,0.11,0,0.08,0,0.46,0.08,0.2,0.2,0
mktemp_internal,0,0.16,0.19,0,0.5,0.06,0.3,0.23,0.03,0.1,0.02,0,0.62,0.08,0.24,0.3,0.03
input_kex_dh_gex_group,0,0.16,0.18,0,0.5,0.05,0.23,0.06,0.23,0.1,0.08,0,1,0.05,0.24,0.2,0
channel_setup_fwd_listener_streamlocal,0,0.16,0.17,0,0.5,0.07,0.29,0.11,0.19,0,0.07,0,0.62,0.06,0.1,0.23,0
do_log,0,0.16,0.15,0,0.5,0.08,0.29,0.17,0.03,0.1,0.04,0.01,0.81,0.06,0.05,0.16,0
host_hash,0,0.16,0.14,0,0.5,0.03,0.25,0.17,0,0.2,0.05,0,0.54,0.04,0.1,0.14,0
mux_client_read,0,0.16,0.1,0,0.5,0.04,0.18,0.09,0.03,0,0.01,0.01,0.62,0.04,0.08,0.12,0
endian_convert,0,0.16,0.09,0,0.5,0.02,0.11,0.03,0,0.1,0.01,0,0.31,0.03,0.14,0.09,0.03
endian_convert,0,0.16,0.09,0,0.5,0.02,0.11,0.03,0,0.1,0.01,0,0.31,0.03,0.14,0.09,0.03
channel_post_output_drain_13,0,0.16,0.05,0,0.5,0.01,0.11,0.03,0.15,0,0.03,0,1,0.01,0.02,0.03,0
strtoul,0,0.16,0,0,0.5,0.06,0,0,0,0,0.02,0.01,0.69,0.11,0,0,0.03
strtoll,0,0.16,0,0,0.5,0.09,0,0,0,0,0.02,0,0.62,0.13,0,0,0.03
ssh_packet_read_poll1,0,0.11,0.46,0,0.5,0.11,0.53,0.23,0.19,0.1,0.16,0,0.54,0.17,0.47,0.56,0.03
sshkey_read,0,0.11,0.39,0,0.5,0.15,0.47,0.2,0.15,0.1,0.14,0,0.69,0.18,0.37,0.56,0.14
ssh_set_newkeys,0,0.11,0.38,0,0.5,0.15,0.43,0.11,0.27,0,0.1,0,0.62,0.11,0.22,0.32,0.08
ssh_create_socket,0,0.11,0.23,0,0.5,0.05,0.3,0.09,0.07,0,0.07,0,0.69,0.06,0.08,0.2,0
sshkey_cert_copy,0,0.11,0.18,0,0.5,0.05,0.27,0.06,0.2,0,0.03,0,0.69,0.09,0.14,0.3,0
format_forward,0,0.11,0.17,0,0.5,0.02,0.18,0.03,0.04,0,0.02,0,0.92,0.07,0.05,0.25,0
chan_is_dead,0,0.11,0.16,0,0.5,0.04,0.18,0,0.15,0,0.03,0,0.46,0.06,0.1,0.24,0
mux_client_write_packet,0,0.11,0.14,0,0.5,0.05,0.22,0.14,0.06,0,0.05,0,0.69,0.04,0.08,0.12,0
get_sock_port,0,0.11,0.12,0,0.5,0.03,0.21,0.09,0,0,0.04,0,0.62,0.04,0.08,0.12,0
cipher_set_keyiv,0,0.11,0.09,0,0.5,0.03,0.15,0.03,0.03,0.1,0.02,0,0.92,0.04,0.07,0.15,0
poly_hash,0,0.11,0.04,0,0.5,0.02,0.14,0.06,0.01,0.1,0.01,0,0.38,0.01,0.07,0.09,0
poly_hash,0,0.11,0.04,0,0.5,0.02,0.14,0.06,0.01,0.1,0.01,0,0.38,0.01,0.07,0.09,0
strsep,0,0.11,0,0,0.5,0.02,0,0,0,0,0,0.02,0.92,0.03,0,0,0.03
set_authgroupfile,0,0.1,0.17,0,0.5,0.1,0.28,0.09,0.17,0,0.09,0,1,0.11,0.09,0.11,0.04
fixup_servers,0,0.1,0.16,0,0.5,0.1,0.24,0,0.25,0,0.09,0,0.89,0.17,0.19,0.29,0
fixup_servers,0,0.1,0.16,0,0.5,0.1,0.24,0,0.25,0,0.09,0,0.89,0.17,0.19,0.29,0
add_from,0,0.1,0.15,0,0.5,0.04,0.18,0.09,0.07,0,0.09,0,1,0.08,0.04,0.1,0
set_allowdeny,0,0.1,0.15,0,0.5,0.06,0.23,0.09,0.14,0,0.08,0,1,0.09,0.03,0.13,0.15
process_timers,0,0.1,0.12,0,0.5,0.12,0.19,0.04,0.07,0,0.04,0,0.82,0.13,0.07,0.15,0
pr_ipbind_listen,0,0.1,0.09,0.01,0.5,0.05,0.19,0.09,0,0,0.04,0,0.79,0.1,0.13,0.19,0.04
pr_ipbind_listen,0,0.1,0.09,0.01,0.5,0.05,0.19,0.09,0,0,0.04,0,0.79,0.1,0.13,0.19,0.04
set_includeoptions,0,0.1,0.06,0,0.5,0.03,0.09,0.04,0.06,0,0.03,0,1,0.04,0.02,0.05,0
set_factsoptions,0,0.1,0.06,0,0.5,0.03,0.1,0.04,0.12,0,0.03,0,1,0.04,0.02,0.05,0.04
fill_default_options,0,0.05,0.81,0,0.5,0.19,0.62,0,0.22,0,0.08,0,0.85,0.5,1,0.85,0
mux_client_request_session,0,0.05,0.59,0,0.5,0.18,0.69,0.31,0.04,0,0.31,0,1,0.18,0.39,0.52,0
ssh_exchange_identification,0,0.05,0.42,0,0.5,0.18,0.58,0.43,0,0,0.11,0,0.77,0.18,0.36,0.44,0
kex_choose_conf,0,0.05,0.39,0,0.5,0.11,0.53,0.4,0.32,0,0.1,0,0.92,0.15,0.46,0.55,0
temporarily_use_uid,0,0.05,0.22,0,0.5,0.05,0.25,0,0.04,0,0.16,0.01,1,0.1,0.03,0.15,0
kexgex_client,0,0.05,0.08,0,0.5,0.02,0.15,0.06,0.21,0,0.04,0,1,0.01,0.1,0.07,0
cipher_cleanup,0,0.05,0.06,0,0.5,0.01,0.08,0,0.01,0,0.01,0,0.77,0.03,0.02,0.08,0
sshkey_new,0,0.05,0.03,0,0.5,0.07,0.11,0,0.27,0,0.07,0.02,0.69,0.06,0.03,0.06,0
kexdh_client,0,0.05,0.01,0,0.5,0.04,0.07,0.03,0.21,0,0.06,0,1,0.02,0.02,0.03,0
get_user_info,0,0,0.58,0,0.5,0.36,0.57,0.64,0.34,0,0.67,0.03,0.83,0.5,0.49,0.5,0
sudo_askpass,0,0,0.28,0,0.5,0.2,0.37,0.36,0.05,0.5,0.35,0.03,0.83,0.17,0.24,0.19,0
x11_connect_display,0,0,0.25,0,0.5,0.08,0.35,0.2,0.09,0,0.12,0,0.92,0.09,0.17,0.25,0.03
ssh_init_forwarding,0,0,0.24,0,0.5,0.29,0.38,0.06,0,0,0.03,0,0.77,0.06,0.12,0.32,0
pr_scoreboard_scrub,0,0,0.17,0,0.5,0.13,0.22,0.22,0,0,0.13,0,0.95,0.13,0.21,0.24,0
pr_scoreboard_scrub,0,0,0.17,0,0.5,0.13,0.22,0.22,0,0,0.13,0,0.95,0.13,0.21,0.24,0
control_persist_detach,0,0,0.16,0,0.5,0.04,0.22,0.09,0,0,0.08,0,0.69,0.03,0.12,0.12,0
set_tmpdir,0,0,0.11,0,0.5,0.16,0.25,0.55,0.37,0,0.17,0.03,0.67,0.1,0.22,0.16,0
register_hook,0,0,0.1,0,0.5,0.11,0.12,0.18,0.05,0,0.06,0.35,1,0.03,0.16,0.16,0
fill_group_list,0,0,0.09,0,0.5,0.09,0.21,0.18,0.16,0,0.13,0.03,0.5,0.05,0.03,0.07,0
client_check_window_change,0,0,0.08,0,0.5,0.02,0.14,0,0,0,0.04,0,0.69,0.02,0,0.05,0
authmethods_get,0,0,0.08,0,0.5,0.02,0.13,0.03,0.07,0,0.03,0,0.69,0.03,0.02,0.07,0
policy_init_session,0,0,0.08,0,0.5,0.11,0.12,0.18,0.34,0,0.11,0.06,0.33,0.07,0.03,0.07,0
sync_ttysize,0,0,0.06,0,0.5,0.05,0.12,0.09,0.45,0,0.07,0.06,0.83,0.03,0.05,0.06,0
policy_close,0,0,0.06,0,0.5,0.07,0.13,0.09,0.18,0,0.07,0.06,0.67,0.03,0.03,0.03,0
get_pty,0,0,0.05,0,0.5,0.23,0.11,0.27,0.08,0.75,0.15,0.03,0.17,0.1,0.03,0.04,0
parse_env_list,0,0,0.04,0,0.5,0.07,0.16,0.36,0.11,0.25,0.13,0.03,1,0.05,0.05,0.07,0
check_agent_present,0,0,0.03,0,0.5,0.01,0.06,0.03,0,0,0.01,0,0.77,0.02,0.03,0.03,0
channel_stop_listening,0,0,0.02,0,0.5,0.02,0.08,0.03,0.15,0,0.01,0,1,0.02,0.05,0.06,0
png_do_compose,0,0.27,0.58,1,0.48,0.48,0.74,0,0,0,0.28,0,0.88,0.94,0.46,0.79,1
facts_mlinfo_get,0,0.9,0.22,0,0.47,0.19,0.31,0.09,0.06,0.71,0.1,0,0.95,0.23,0.19,0.23,0
horizontalAccumulate12,0,0.5,0,0,0.47,0.13,0,0,0,0.3,0.11,0,1,0.07,0,0,0.11
pr_namebind_find,0,0.4,0.12,0,0.47,0.07,0.19,0,0.05,0.14,0.07,0,0.68,0.1,0.19,0.25,0
pr_namebind_find,0,0.4,0.12,0,0.47,0.07,0.19,0,0.05,0.14,0.07,0,0.68,0.1,0.19,0.25,0
Fax3Encode,0,0.4,0.05,0,0.47,0.04,0.12,0,0.67,0.1,0.05,0.02,1,0.09,0.01,0.05,0
vsnprintf,0,0.4,0,0,0.47,0.37,0,0,0,0,0.05,0.02,0.82,0.41,0,0,0.85
pr_expr_create,0,0.3,0.07,0,0.47,0.03,0.11,0.13,0.03,0.29,0.03,0.01,0.95,0.05,0.11,0.15,0.15
pr_expr_create,0,0.3,0.07,0,0.47,0.03,0.11,0.13,0.03,0.29,0.03,0.01,0.95,0.05,0.11,0.15,0.15
TIFFWriteRationalArray,0,0.3,0.03,0,0.47,0.04,0.16,0.14,0.59,0.1,0.04,0.01,1,0.07,0.03,0.04,0.11
horAcc8,0,0.3,0.03,0,0.47,0.05,0.14,0.1,0.59,0.1,0.01,0,1,0.07,0.05,0.04,0
json_check,0,0.2,0.22,0,0.47,0.07,0.3,0,0.03,0.14,0.07,0,0.05,0.2,0.72,0.66,0
json_check,0,0.2,0.22,0,0.47,0.07,0.3,0,0.03,0.14,0.07,0,0,0.2,0.72,0.66,0
pr_session_send_banner,0,0.2,0.15,0,0.47,0.08,0.21,0.09,0.22,0,0.11,0,0.74,0.14,0.21,0.23,0
pr_session_send_banner,0,0.2,0.15,0,0.47,0.08,0.21,0.09,0.22,0,0.11,0,0.74,0.14,0.21,0.23,0
pr_event_generate,0,0.2,0.09,0,0.47,0.04,0.13,0.04,0.03,0.29,0.02,0.05,0.82,0.11,0.15,0.23,0
pr_event_generate,0,0.2,0.09,0,0.47,0.04,0.13,0.04,0.03,0.29,0.02,0.05,0.82,0.11,0.15,0.23,0
pr_log_stacktrace,0,0.2,0.09,0,0.47,0.06,0.12,0.13,0,0.14,0.06,0,1,0.08,0.21,0.13,0
pr_log_stacktrace,0,0.2,0.09,0,0.47,0.06,0.12,0.13,0,0.14,0.06,0,1,0.08,0.21,0.13,0
pr_unmount_fs,0,0.2,0.08,0,0.47,0.06,0.14,0,0.67,0.29,0.03,0,0.84,0.08,0.11,0.19,0.04
pr_unmount_fs,0,0.2,0.08,0,0.47,0.06,0.14,0,0.67,0.29,0.03,0,0.84,0.08,0.11,0.19,0.04
emit_string,0,0.2,0.08,0.01,0.47,0.09,0.18,0.09,0.03,0.14,0.04,0,0.95,0.05,0.15,0.15,1
check_class_access,0,0.2,0.06,0,0.47,0.03,0.09,0.04,0.08,0.14,0.02,0,0.68,0.07,0.05,0.06,0
check_user_access,0,0.2,0.05,0,0.47,0.03,0.09,0.04,0.08,0.14,0.02,0,0.68,0.07,0.05,0.06,0
facts_mff,0,0.1,0.29,0,0.47,0.22,0.29,0.22,0.09,0,0.27,0,1,0.19,0.15,0.13,0.23
core_pasv,0,0.1,0.2,0,0.47,0.13,0.33,0.17,0.14,0,0.17,0,1,0.17,0.09,0.13,0.04
