funcName,lable,paramList,cyclomaticNum,loopNum,nestingDegree,SLOC,ALOC,localVars,localPtrVars,pointerArgs,callees,callers,height,conditions,cmps,jmps,ptrAssn
m3ua_tags_print,0,0.3,0.06,0,0.09,0.02,0.11,0.17,0.59,0.25,0.04,0,0.89,0.02,0.07,0.07,0
fs_getsize,0,0.3,0.05,0,0.09,0.04,0.11,0.04,0,0.29,0,0,0.74,0,0.05,0.05,0
lldp_network_addr_print,0,0.3,0.05,0,0.09,0.03,0.09,0.09,0.59,0.25,0.02,0.01,0.61,0.04,0.06,0.08,0
zmtp1_print_intermediate_part,0,0.3,0.05,0,0.09,0.04,0.1,0.09,0.56,0.25,0.04,0,0.83,0.04,0.07,0.06,0
symantec_if_print,0,0.3,0.05,0,0.09,0.02,0.08,0.13,0.56,0.25,0.03,0,1,0.05,0.01,0.05,0
parserep,0,0.3,0.04,0,0.09,0.01,0.07,0.09,0.56,0,0.03,0.03,1,0.01,0.05,0.05,0
write_bits,0,0.3,0.04,0,0.09,0.01,0.06,0.09,0.59,0.25,0.01,0.01,1,0.01,0.01,0.02,0
sunatm_if_print,0,0.3,0.04,0,0.09,0.02,0.09,0.22,0.56,0.25,0.01,0,1,0.02,0.02,0.05,0
enc_if_print,0,0.3,0.04,0,0.09,0.02,0.08,0,0,0,0.03,0,1,0.02,0.03,0.04,0
nbp_name_print,0,0.3,0.03,0,0.09,0.01,0.04,0,0,0,0.03,0,0.67,0.02,0,0.02,0
print_tcp_rst_data,0,0.3,0.03,0,0.09,0.01,0.07,0.04,0.56,0,0.02,0,0.89,0.02,0.03,0.03,0
sl_if_print,0,0.3,0.03,0,0.09,0.02,0.07,0,0.56,0.25,0.03,0,1,0.02,0.02,0.03,0
l2tp_result_code_print,0,0.3,0.02,0,0.09,0.01,0.05,0.04,0.59,0.25,0.02,0,1,0.01,0.01,0.01,0
robots_fsio_fstat,0,0.3,0.01,0,0.09,0.01,0.03,0,0.03,0,0,0,1,0.01,0.01,0.01,0
robots_fsio_open,0,0.3,0.01,0,0.09,0.01,0.02,0,0.03,0.14,0,0,1,0.01,0.01,0.01,0
sflow_print_counter_sample,0,0.3,0.01,0,0.09,0.01,0.06,0.17,0.56,0.25,0.02,0,0.78,0.01,0.01,0.01,0
print_sflow_ethernet_frame,0,0.3,0.01,0,0.09,0,0.04,0,0.56,0.25,0.01,0,0.61,0.01,0.01,0.01,0
ppp_if_print,0,0.3,0.01,0,0.09,0.01,0.04,0,0.56,0,0.01,0,1,0.02,0.01,0.01,0
pr_regexp_compile,0,0.3,0,0,0.09,0.01,0.02,0,0.03,0.14,0,0.01,0.89,0.01,0,0,0
pr_regexp_compile,0,0.3,0,0,0.09,0.01,0.02,0,0.03,0.14,0,0.01,0.89,0.01,0,0,0
p_ntp_delta,0,0.3,0,0,0.09,0.03,0,0.09,0.56,0,0.02,0,0.78,0.05,0,0,0
print_fddi_fc,0,0.2,0.1,0,0.09,0.03,0.08,0,0.56,0,0.05,0,0.83,0.01,0.1,0.08,0
pptp_ocrq_print,0,0.2,0.1,0,0.09,0.02,0.11,0,0.56,0.25,0.1,0,1,0,0.17,0.13,0
pptp_icrq_print,0,0.2,0.08,0,0.09,0.01,0.09,0,0.56,0.25,0.08,0,1,0,0.13,0.1,0
pptp_wen_print,0,0.2,0.08,0,0.09,0.01,0.09,0,0.56,0.25,0.08,0,1,0,0.11,0.09,0
pptp_sli_print,0,0.2,0.04,0,0.09,0.01,0.06,0,0.56,0.25,0.04,0,1,0,0.06,0.04,0
tlv_valid,0,0.2,0.03,0,0.09,0.01,0.04,0,0,0,0.01,0.01,0.78,0.02,0.03,0.04,0
ilv_valid,0,0.2,0.03,0,0.09,0.01,0.04,0,0,0,0.01,0,0.89,0.02,0.03,0.04,0
pr_data_set_timeout,0,0.2,0.02,0,0.09,0.01,0.03,0,0,0,0,0,0.95,0.01,0.06,0.05,0
pr_memscrub,0,0.2,0.02,0,0.09,0.01,0.06,0.09,0.01,0.14,0,0.01,0.79,0.01,0.04,0.06,0
entry_insert,0,0.2,0.02,0,0.09,0.01,0.03,0,0.08,0,0,0,1,0.02,0.01,0.03,0
pr_data_set_timeout,0,0.2,0.02,0,0.09,0.01,0.03,0,0,0,0,0,0.95,0.01,0.06,0.05,0
pr_memscrub,0,0.2,0.02,0,0.09,0.01,0.06,0.09,0.01,0.14,0,0.01,0.79,0.01,0.04,0.06,0
collated_compare,0,0.2,0.02,0,0.09,0.04,0.04,0.09,0.01,0.29,0,0,1,0.03,0.03,0.03,0
msnlb_print,0,0.2,0.02,0,0.09,0.01,0.06,0,0.56,0.25,0.03,0,0.72,0,0.01,0.01,0
pr_pool_tag,0,0.2,0.01,0,0.09,0.01,0.02,0,0.06,0.14,0,0.14,0.82,0.01,0.04,0.03,0
pr_str_quote,0,0.2,0.01,0,0.09,0.01,0.03,0,0,0.14,0,0,0.89,0.01,0.04,0.03,0
pr_env_get,0,0.2,0.01,0,0.09,0.01,0.03,0,0,0.14,0,0.01,0.79,0.01,0.04,0.03,0
pr_json_text_validate,0,0.2,0.01,0,0.09,0.01,0.03,0,0,0.14,0,0,1,0.01,0.04,0.03,0
timer_cmp,0,0.2,0.01,0,0.09,0.01,0.03,0,0.07,0,0,0,1,0.02,0.02,0.02,0
get_fs_size,0,0.2,0.01,0,0.09,0.01,0.05,0.22,0,0,0,0,1,0.01,0,0.01,0
can_add_item,0,0.2,0.01,0,0.09,0.01,0.02,0,0.01,0,0,0.01,0.95,0.01,0.02,0.02,0
rlimit_postparse_ev,0,0.2,0.01,0,0.09,0.01,0.02,0,0,0.29,0.01,0,1,0,0,0,0
robots_fsio_close,0,0.2,0.01,0,0.09,0.01,0.02,0,0.03,0,0,0,1,0.01,0.01,0.01,0
pr_json_text_validate,0,0.2,0.01,0,0.09,0.01,0.03,0,0,0.14,0,0,1,0.01,0.04,0.03,0
pr_str_quote,0,0.2,0.01,0,0.09,0.01,0.03,0,0,0.14,0,0,0.89,0.01,0.04,0.03,0
pr_env_get,0,0.2,0.01,0,0.09,0.01,0.03,0,0,0.14,0,0.01,0.79,0.01,0.04,0.03,0
pr_pool_tag,0,0.2,0.01,0,0.09,0.01,0.02,0,0.06,0.14,0,0.14,0.82,0.01,0.04,0.03,0
wep_print,0,0.2,0.01,0,0.09,0,0.02,0,0,0,0.02,0,0.78,0.01,0.01,0.01,0
l2tp_proto_ver_print,0,0.2,0.01,0,0.09,0,0.03,0,0.56,0.25,0.01,0,1,0,0,0,0
pptp_proto_ver_print,0,0.2,0.01,0,0.09,0,0.03,0,0.56,0.25,0.01,0,0.94,0,0,0,0
mld6_print,0,0.2,0.01,0,0.09,0,0.04,0.04,0.59,0.25,0.01,0.01,1,0.01,0.01,0.01,0
print_graft_ack,0,0.2,0,0,0.09,0,0.01,0,0,0,0.01,0,1,0,0.01,0.01,0
config_type_str,0,0.1,0.08,0,0.09,0.04,0.08,0.04,0.01,0,0,0,0.74,0.01,0.15,0.13,0
info,0,0.1,0.08,0,0.09,0.02,0.12,0,0,0,0.07,0.03,0.94,0.04,0.04,0.07,0
pr_table_load,0,0.1,0.04,0,0.09,0.01,0.04,0.04,0.07,0,0,0,1,0.01,0.02,0.04,0
pr_table_load,0,0.1,0.04,0,0.09,0.01,0.04,0.04,0.07,0,0,0,1,0.01,0.02,0.04,0
pr_unregister_netio,0,0.1,0.03,0,0.09,0.02,0.03,0,0,0,0,0,1,0.03,0.02,0.05,0
pr_get_netio,0,0.1,0.03,0,0.09,0.02,0.04,0,0.08,0,0,0,1,0.02,0.08,0.08,0
pr_get_netio,0,0.1,0.03,0,0.09,0.02,0.04,0,0.08,0,0,0,1,0.02,0.08,0.08,0
pr_unregister_netio,0,0.1,0.03,0,0.09,0.02,0.03,0,0,0,0,0,1,0.03,0.02,0.05,0
pr_scoreboard_entry_get,0,0.1,0.03,0,0.09,0.03,0.04,0,0,0,0,0,0.84,0.03,0.02,0.08,0
pr_scoreboard_entry_get,0,0.1,0.03,0,0.09,0.03,0.04,0,0,0,0,0,0.84,0.03,0.02,0.08,0
pr_class_get,0,0.1,0.02,0,0.09,0.01,0.02,0,0.03,0,0,0,1,0.02,0.02,0.03,0
pr_class_set_satisfy,0,0.1,0.02,0,0.09,0.01,0.03,0,0,0,0,0,0.95,0.02,0.04,0.05,0
pr_regexp_get_pattern,0,0.1,0.02,0,0.09,0.01,0.02,0,0.03,0,0,0.01,0.74,0.02,0.02,0.04,0
pr_regexp_get_pattern,0,0.1,0.02,0,0.09,0.01,0.02,0,0.03,0,0,0.01,0.74,0.02,0.02,0.04,0
pr_class_set_satisfy,0,0.1,0.02,0,0.09,0.01,0.03,0,0,0,0,0,0.95,0.02,0.04,0.05,0
pr_class_get,0,0.1,0.02,0,0.09,0.01,0.02,0,0.03,0,0,0,1,0.02,0.02,0.03,0
get_lock_type,0,0.1,0.02,0,0.09,0.02,0.04,0.04,0.01,0,0,0,0.76,0.01,0.02,0.03,0
cookie_find,0,0.1,0.02,0,0.09,0,0.04,0.04,0,0.25,0,0,0.78,0.01,0.01,0.02,0
pr_table_count,0,0.1,0.01,0,0.09,0.01,0.02,0,0.07,0,0,0.01,0.74,0.01,0.02,0.02,0
set_nonroot_daemon,0,0.1,0.01,0,0.09,0.01,0.03,0.04,0,0,0,0,0.84,0.01,0.04,0.03,0
pr_fs_use_encoding,0,0.1,0.01,0,0.09,0.01,0.03,0.04,0,0,0,0.01,1,0.01,0.04,0.03,0
pr_netacl_get_negated,0,0.1,0.01,0,0.09,0.01,0.02,0,0.02,0,0,0,0.58,0.01,0.02,0.02,0
pr_table_rewind,0,0.1,0.01,0,0.09,0.01,0.02,0,0.07,0,0,0.01,0.53,0.01,0.02,0.02,0
pr_response_block,0,0.1,0.01,0,0.09,0.01,0.02,0,0,0,0,0,1,0.01,0.04,0.03,0
pr_netaddr_get_family,0,0.1,0.01,0,0.09,0.01,0.02,0,0,0,0,0.05,0.71,0.01,0.02,0.02,0
table_handling_signal,0,0.1,0.01,0,0.09,0.01,0.02,0,0,0,0,0,0.87,0.01,0.04,0.03,0
pr_netio_reset_poll_interval,0,0.1,0.01,0,0.09,0.01,0.02,0,0.03,0,0,0,0.84,0.01,0.02,0.02,0
pr_fsio_set_use_mkdtemp,0,0.1,0.01,0,0.09,0.01,0.03,0.04,0,0,0,0,1,0.01,0.04,0.03,0
pr_json_array_count,0,0.1,0.01,0,0.09,0.01,0.02,0,0.01,0,0,0,1,0.01,0.02,0.02,0
pr_json_object_count,0,0.1,0.01,0,0.09,0.01,0.02,0,0.01,0,0,0,1,0.01,0.02,0.02,0
netio_stream_mode,0,0.1,0.01,0,0.09,0.01,0.02,0.04,0.01,0,0,0.01,0.84,0.01,0.02,0.02,0
xfer_log_stor,0,0.1,0.01,0,0.09,0.01,0.03,0,0.06,0,0.01,0,1,0,0,0,0
xfer_log_retr,0,0.1,0.01,0,0.09,0.01,0.03,0,0.06,0,0.01,0,1,0,0,0,0
ensure_open_passwd,0,0.1,0.01,0,0.09,0.01,0.02,0,0,0,0.02,0,0.89,0,0,0,0
ls_done,0,0.1,0.01,0,0.09,0.01,0.02,0.04,0.06,0,0,0.01,0.95,0.01,0,0.01,0
pr_table_rewind,0,0.1,0.01,0,0.09,0.01,0.02,0,0.07,0,0,0.01,0.53,0.01,0.02,0.02,0
pr_response_block,0,0.1,0.01,0,0.09,0.01,0.02,0,0,0,0,0,1,0.01,0.04,0.03,0
pr_json_object_count,0,0.1,0.01,0,0.09,0.01,0.02,0,0.01,0,0,0,1,0.01,0.02,0.02,0
pr_netacl_get_negated,0,0.1,0.01,0,0.09,0.01,0.02,0,0.02,0,0,0,0.58,0.01,0.02,0.02,0
set_nonroot_daemon,0,0.1,0.01,0,0.09,0.01,0.03,0.04,0,0,0,0,0.84,0.01,0.04,0.03,0
pr_fs_use_encoding,0,0.1,0.01,0,0.09,0.01,0.03,0.04,0,0,0,0.01,1,0.01,0.04,0.03,0
pr_fsio_set_use_mkdtemp,0,0.1,0.01,0,0.09,0.01,0.03,0.04,0,0,0,0,1,0.01,0.04,0.03,0
pr_table_count,0,0.1,0.01,0,0.09,0.01,0.02,0,0.07,0,0,0.01,0.74,0.01,0.02,0.02,0
pr_json_array_count,0,0.1,0.01,0,0.09,0.01,0.02,0,0.01,0,0,0,1,0.01,0.02,0.02,0
table_handling_signal,0,0.1,0.01,0,0.09,0.01,0.02,0,0,0,0,0,0.87,0.01,0.04,0.03,0
pr_netio_reset_poll_interval,0,0.1,0.01,0,0.09,0.01,0.02,0,0.03,0,0,0,0.84,0.01,0.02,0.02,0
pr_netaddr_get_family,0,0.1,0.01,0,0.09,0.01,0.02,0,0,0,0,0.05,0.71,0.01,0.02,0.02,0
get_log_event_name,0,0.1,0.01,0,0.09,0.03,0.03,0.04,0.01,0,0,0,0.82,0.01,0.01,0.02,0
get_authcode_str,0,0.1,0.01,0,0.09,0.05,0.03,0.04,0.01,0,0,0.01,0.89,0.01,0.01,0.01,0
lp_init_cap,0,0,0.02,0,0.09,0.02,0.03,0,0,0,0,0,0.95,0.01,0,0.01,0
pr_auth_clear_auth_only_modules,0,0,0.01,0,0.09,0.01,0.03,0,0,0,0,0,0.95,0.01,0,0.02,0
pr_auth_clear_auth_only_modules,0,0,0.01,0,0.09,0.01,0.03,0,0,0,0,0,0.95,0.01,0,0.02,0
png_set_cHRM_fixed,0,0.91,0,0,0.08,0.03,0,0,0,0,0.03,0.01,0.94,0.02,0,0,0
png_set_cHRM_fixed,0,0.91,0,0,0.08,0.03,0,0,0,0,0.03,0.01,0.94,0.02,0,0,0
ikev2_sub_print,0,0.9,0.06,0,0.08,0.02,0.13,0.13,0.59,0.25,0.04,0,0.78,0.02,0.06,0.08,0
ikev1_sub_print,0,0.8,0.06,0,0.08,0.02,0.13,0.09,0.59,0.25,0.04,0.01,0.78,0.02,0.06,0.08,0
network_prefix,0,0.7,0.13,0,0.08,0.04,0.15,0.13,0,0.75,0.03,0.01,0.94,0.08,0.16,0.2,0
compressed_sl_print,0,0.5,0.06,0,0.08,0.02,0.12,0,0.56,0.25,0.04,0,0.89,0.04,0.01,0.04,0
fdatatlv_print,0,0.5,0.03,0,0.08,0.02,0.08,0.09,0.56,0,0.03,0,0.94,0.01,0.03,0.03,0
invoptlv_print,0,0.5,0.01,0,0.08,0.01,0.05,0.04,0.59,0,0.01,0,0.94,0.01,0.01,0.01,0
print_attr_strange,0,0.4,0.16,0,0.08,0.04,0.12,0.04,0.56,0,0.1,0,1,0.03,0.2,0.19,0
geonet_print,0,0.4,0.08,0,0.08,0.1,0.17,0,0.56,0.5,0.05,0,0.72,0.09,0.08,0.1,0
prot_reply_print,0,0.4,0.05,0,0.08,0.05,0.11,0.04,0.56,0,0.09,0,1,0.06,0.03,0.04,0
ns_qprint,0,0.4,0.04,0,0.08,0.03,0.09,0,0,0,0.03,0.01,0.72,0.03,0.02,0.04,0
MakeFilename,0,0.4,0.03,0,0.08,0.01,0.08,0,0,0,0.04,0.01,0.94,0.03,0.01,0.04,0
rx_cache_find,0,0.4,0.02,0.05,0.08,0.01,0.07,0.13,0,0.25,0,0,0.83,0.02,0.05,0.04,0.04
calm_fast_print,0,0.4,0.01,0,0.08,0.01,0.05,0,0,0,0.02,0,0.72,0.01,0,0.01,0
png_warning_parameter_signed,0,0.36,0.05,0,0.08,0.01,0.07,0,0,0,0.03,0.05,0.82,0.02,0.01,0.03,0.01
png_write_pHYs,0,0.36,0.04,0,0.08,0.01,0.07,0.25,0,0,0.08,0,0.18,0.01,0.01,0.01,0
png_write_oFFs,0,0.36,0.04,0,0.08,0.01,0.07,0.25,0,0,0.08,0,0.41,0.01,0.01,0.01,0
png_write_complete_chunk,0,0.36,0.03,0,0.08,0.01,0.04,0,0,0,0.07,0.07,0.82,0.02,0.01,0.02,0
png_set_text,0,0.36,0.02,0,0.08,0.01,0.02,0,0,0,0.03,0.04,1,0.01,0,0.01,0
png_set_text,0,0.36,0.02,0,0.08,0.01,0.02,0,0,0,0.03,0.04,1,0.01,0,0.01,0
png_set_mem_fn,0,0.36,0,0,0.08,0.01,0,0,0,0,0,0.01,0.94,0.01,0,0,0
png_set_mem_fn,0,0.36,0,0,0.08,0.01,0,0,0,0,0,0.01,0.94,0.01,0,0,0
png_64bit_product,0,0.36,0,0,0.08,0.02,0.05,0,0,0,0,0.01,0.59,0,0,0,0.02
png_set_write_fn,0,0.36,0,0,0.08,0.03,0,0,0,0,0,0,0.94,0.05,0,0,0
png_set_write_fn,0,0.36,0,0,0.08,0.03,0,0,0,0,0,0,0.94,0.05,0,0,0
fr_print,0,0.3,0.16,0,0.08,0.05,0.21,0.26,0.56,0,0.09,0.01,0.89,0.08,0.11,0.17,0
of10_flow_removed_print,0,0.3,0.11,0,0.08,0.05,0.12,0,0.56,0.5,0.09,0,1,0.02,0.15,0.14,0
juniper_mfr_print,0,0.3,0.09,0,0.08,0.05,0.12,0,0.56,0,0.04,0,1,0.04,0.08,0.13,0
juniper_mlppp_print,0,0.3,0.08,0,0.08,0.03,0.1,0,0.56,0,0.04,0,1,0.03,0.06,0.09,0
aoev1_issue_print,0,0.3,0.07,0,0.08,0.03,0.12,0,0,0,0.09,0,1,0.01,0.1,0.09,0
juniper_read_tlv_value,0,0.3,0.06,0,0.08,0.03,0.07,0.04,0,0.25,0.02,0,0.89,0.02,0.08,0.11,0
ahcp_time_print,0,0.3,0.05,0,0.08,0.01,0.08,0,0,0,0.04,0,1,0.02,0.02,0.04,0
parsev3rddirres,0,0.3,0.05,0,0.08,0.01,0.07,0.04,0.56,0.25,0.02,0,1,0.03,0.03,0.07,0
rpl_daoack_print,0,0.3,0.05,0,0.08,0.02,0.1,0.04,0.56,0.25,0.03,0,0.94,0.02,0.05,0.05,0
sip_print,0,0.3,0.05,0,0.08,0.01,0.08,0.04,0.56,0,0.03,0,0.89,0.03,0.03,0.05,0
juniper_mlfr_print,0,0.3,0.05,0,0.08,0.04,0.09,0,0.56,0,0.02,0,1,0.02,0.05,0.06,0
xid_map_enter,0,0.3,0.04,0,0.08,0.02,0.11,0,0.56,0.25,0.03,0,0.78,0.03,0.05,0.07,0
vldb_print,0,0.3,0.04,0,0.08,0.04,0.09,0.09,0.56,0,0.09,0,1,0.04,0.02,0.03,0
ipx_netbios_print,0,0.3,0.04,0,0.08,0.01,0.07,0.09,0.59,0.25,0.02,0,0.61,0.03,0.03,0.03,0
handle_disassoc,0,0.3,0.03,0,0.08,0.01,0.05,0,0,0,0.01,0,0.33,0.02,0.02,0.03,0
handle_reassoc_request,0,0.3,0.03,0,0.08,0.01,0.09,0,0,0,0.03,0,0.33,0.01,0.01,0.02,0
print_cstring,0,0.3,0.03,0,0.08,0.01,0.06,0,0,0,0.01,0.01,0.61,0.02,0.04,0.04,0
babel_print,0,0.3,0.03,0,0.08,0.01,0.05,0,0.56,0.25,0.03,0,0.89,0.01,0.03,0.02,0
create_osi_cksum,0,0.3,0.03,0.01,0.08,0.02,0.1,0,0,0,0,0,0.56,0.04,0.03,0.04,0
print_lladdr,0,0.3,0.02,0,0.08,0.01,0.05,0.09,0.63,0.25,0.01,0,1,0.01,0.02,0.02,0
vxlan_print,0,0.3,0.02,0,0.08,0.01,0.07,0.09,0.56,0.25,0.02,0,0.89,0.01,0.01,0.02,0
otv_print,0,0.3,0.02,0,0.08,0.01,0.08,0.13,0.56,0.25,0.03,0,0.89,0.01,0.01,0.02,0
wb_print,0,0.3,0.02,0,0.08,0.03,0.06,0,0.56,0,0.04,0,0.89,0.05,0.02,0.03,0
ikev2_pay_print,0,0.3,0.01,0,0.08,0,0.03,0,0.56,0.25,0,0.01,0.61,0.01,0,0.01,0
print_string,0,0.3,0.01,0,0.08,0,0.03,0.04,0.56,0.25,0,0.01,0.94,0.01,0.01,0.01,0
print_octets,0,0.3,0.01,0,0.08,0,0.03,0.04,0.56,0.25,0,0.01,0.78,0.01,0.01,0.01,0
dvmrp_print,0,0.3,0.01,0,0.08,0.04,0.05,0,0,0,0.07,0,1,0.07,0.02,0.03,0
png_get_sPLT,0,0.27,0.02,0,0.08,0.01,0.02,0,0,0,0,0,1,0.01,0,0.03,0.01
png_get_unknown_chunks,0,0.27,0.02,0,0.08,0.01,0.02,0,0,0,0,0.01,1,0.01,0,0.03,0.01
png_progressive_combine_row,0,0.27,0.02,0,0.08,0.01,0.01,0,0,0,0.02,0.01,1,0.02,0,0.04,0
png_read_filter_row_paeth_1byte_pixel,0,0.27,0.02,0,0.08,0.01,0.09,0,0,0,0,0,1,0,0.05,0.02,0.01
png_progressive_combine_row,0,0.27,0.02,0,0.08,0.01,0.01,0,0,0,0.02,0.01,1,0.02,0,0.04,0
png_get_unknown_chunks,0,0.27,0.02,0,0.08,0.01,0.02,0,0,0,0,0.01,1,0.01,0,0.03,0.01
png_get_sPLT,0,0.27,0.02,0,0.08,0.01,0.02,0,0,0,0,0,1,0.01,0,0.03,0.01
png_set_rows,0,0.27,0.01,0,0.08,0.01,0.01,0,0,0,0.03,0,1,0.04,0,0.01,0
png_set_rows,0,0.27,0.01,0,0.08,0.01,0.01,0,0,0,0.03,0,1,0.04,0,0.01,0
png_set_gamma_fixed,0,0.27,0,0,0.08,0.01,0,0,0,0,0.08,0,0.94,0.04,0,0,0
png_set_gamma_fixed,0,0.27,0,0,0.08,0.01,0,0,0,0,0.08,0,0.94,0.04,0,0,0
png_set_filler,0,0.27,0,0,0.08,0.02,0,0,0,0,0.02,0.01,0.94,0.05,0,0,0
png_set_read_fn,0,0.27,0,0,0.08,0.02,0,0,0,0,0,0.01,0.94,0.04,0,0,0
png_set_filler,0,0.27,0,0,0.08,0.02,0,0,0,0,0.02,0.01,0.94,0.05,0,0,0
png_set_read_fn,0,0.27,0,0,0.08,0.02,0,0,0,0,0,0.01,0.94,0.04,0,0,0
ubik_print,0,0.2,0.37,0,0.08,0.05,0.33,0.09,0.56,0,0.19,0.01,0.94,0.01,0.42,0.34,0
usb_header_print,0,0.2,0.07,0,0.08,0.02,0.08,0.04,0.56,0,0.05,0,0.94,0.02,0.06,0.05,0
timed_print,0,0.2,0.06,0,0.08,0.03,0.1,0.09,0.56,0,0.07,0,0.89,0.04,0.07,0.07,0
in_cksum,0,0.2,0.05,1,0.08,0.05,0.19,0,0,0,0,0.03,0.94,0.07,0.1,0.13,0
isis_print_mcid,0,0.2,0.03,0,0.08,0.01,0.06,0.04,0.56,0,0.02,0,0.94,0.02,0.01,0.03,0
labellen,0,0.2,0.02,0,0.08,0.01,0.04,0,0,0,0.01,0.01,0.56,0.03,0.03,0.03,0
rpl_format_dagid,0,0.2,0.02,0,0.08,0.01,0.06,0.09,0.04,0.5,0.01,0.01,0.89,0.01,0.01,0.02,0.07
ah_print,0,0.2,0.02,0,0.08,0.01,0.06,0,0,0,0.03,0,1,0.01,0.01,0.02,0
cookie_record,0,0.2,0.01,0,0.08,0.02,0.08,0.04,0,0.5,0.03,0,0.78,0.01,0.02,0.03,0
print_32bits_val,0,0.2,0,0,0.08,0,0.03,0,0.56,0.25,0.01,0,1,0,0,0,0
l2tp_proxy_auth_id_print,0,0.2,0,0,0.08,0,0.03,0.04,0.59,0.25,0.01,0,1,0,0,0,0
bpf_dump,0,0.2,0,0,0.08,0.02,0,0,0,0,0.02,0,0.94,0.04,0,0,0
png_write_sRGB,0,0.18,0.03,0,0.08,0.01,0.04,0,0,0,0.05,0,0.88,0.01,0.01,0.02,0
png_write_gAMA_fixed,0,0.18,0.02,0,0.08,0.01,0.04,0.25,0,0,0.05,0,0.88,0,0,0.01,0
png_set_compression_method,0,0.18,0.01,0,0.08,0.01,0.01,0,0,0,0.03,0,1,0.02,0,0.01,0
png_set_flush,0,0.18,0.01,0,0.08,0.01,0.01,0,0,0,0.02,0,1,0.02,0,0.01,0
png_set_text_compression_method,0,0.18,0.01,0,0.08,0.01,0.01,0,0,0,0.03,0,1,0.02,0,0.01,0
png_set_flush,0,0.18,0.01,0,0.08,0.01,0.01,0,0,0,0.02,0,1,0.02,0,0.01,0
png_set_compression_method,0,0.18,0.01,0,0.08,0.01,0.01,0,0,0,0.03,0,1,0.02,0,0.01,0
png_set_text_compression_method,0,0.18,0.01,0,0.08,0.01,0.01,0,0,0,0.03,0,1,0.02,0,0.01,0
png_save_uint_16,0,0.18,0,0,0.08,0,0,0,0,0,0,0.06,0.65,0,0,0,0
png_zfree,0,0.18,0,0,0.08,0,0,0,0,0,0.02,0.01,0.94,0,0,0,0
png_save_uint_16,0,0.18,0,0,0.08,0,0,0,0,0,0,0.06,0.65,0,0,0,0
png_save_uint_32,0,0.18,0,0,0.08,0.01,0,0,0,0,0,0.14,0.82,0,0,0,0
png_save_int_32,0,0.18,0,0,0.08,0.01,0,0,0,0,0,0.01,0.35,0,0,0,0
png_set_benign_errors,0,0.18,0,0,0.08,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0,0
png_set_benign_errors,0,0.18,0,0,0.08,0.01,0.01,0,0,0,0.02,0,1,0.01,0,0,0
png_save_uint_32,0,0.18,0,0,0.08,0.01,0,0,0,0,0,0.14,0.82,0,0,0,0
png_save_int_32,0,0.18,0,0,0.08,0.01,0,0,0,0,0,0.01,0.35,0,0,0,0
png_free_default,0,0.18,0,0,0.08,0.02,0,0,0,0,0.03,0.01,0.94,0.01,0,0,0
png_free_default,0,0.18,0,0,0.08,0.02,0,0,0,0,0.03,0.01,0.94,0.01,0,0,0
input_userauth_error,0,0.16,0,0,0.08,0.01,0.03,0,0,0.1,0,0,1,0,0,0,0
pledge,0,0.11,0,0,0.08,0,0.02,0,0,0.2,0,0.01,0.69,0,0,0,0
esp_print_decodesecret,0,0.1,0.03,0,0.08,0.01,0.05,0.09,0.63,0,0.01,0,0.83,0.02,0.01,0.03,0
get_print_info,0,0.1,0.02,0,0.08,0.01,0.04,0,0,0,0.02,0,0.94,0.02,0,0.01,0
png_write_IEND,0,0.09,0.01,0,0.08,0,0.02,0,0,0,0.03,0,0.82,0,0,0,0
png_start_read_image,0,0.09,0,0,0.08,0,0,0,0,0,0.03,0.01,0.82,0.01,0,0,0
png_get_io_chunk_name,0,0.09,0,0,0.08,0,0.01,0,0,0,0.02,0,1,0,0,0,0
png_start_read_image,0,0.09,0,0,0.08,0,0,0,0,0,0.03,0.01,0.82,0.01,0,0,0
png_get_io_chunk_name,0,0.09,0,0,0.08,0,0.01,0,0,0,0.02,0,1,0,0,0,0
png_set_packing,0,0.09,0,0,0.08,0.01,0,0,0,0,0.02,0.01,0.94,0.02,0,0,0
png_write_chunk_end,0,0.09,0,0,0.08,0.01,0,0,0,0,0.03,0.03,0.76,0.01,0,0,0
png_set_interlace_handling,0,0.09,0,0,0.08,0.01,0,0,0,0,0.02,0.03,0.94,0.01,0,0,0
png_set_interlace_handling,0,0.09,0,0,0.08,0.01,0,0,0,0,0.02,0.03,0.94,0.01,0,0,0
png_write_chunk_end,0,0.09,0,0,0.08,0.01,0,0,0,0,0.03,0.03,0.76,0.01,0,0,0
png_set_packing,0,0.09,0,0,0.08,0.01,0,0,0,0,0.02,0.01,0.94,0.02,0,0,0
setlogin,0,0.05,0,0,0.08,0,0.02,0,0,0.1,0,0,1,0,0,0,0
setlogin,0,0.05,0,0,0.08,0,0.02,0,0,0.1,0,0,1,0,0,0,0
pkcs11_init,0,0.05,0,0,0.08,0,0.03,0,0,0,0,0,0.77,0,0,0,0
newhnamemem,0,0,0.01,0,0.08,0.01,0.03,0,0,0,0.01,0.02,0.83,0.01,0,0.02,0
newh6namemem,0,0,0.01,0,0.08,0.01,0.03,0,0,0,0.01,0,0.78,0.01,0,0.02,0
TIFFInitNeXT,0,0.2,0,0,0.07,0.01,0.03,0,0.57,0,0,0,1,0,0,0,0
